date,review
il y a un mois,"Une catastrophe nucléaire c'est déroulé dans les WC. Les tables sont dégoûtante sûrement nettoyer une seule fois par jour.
Après niveau nourriture rien a dire, ce n'est qu'un Burger King"
il y a 6 jours,"TRÈS DÉÇU ! la tête en l'air. Ce trompe de boisson, je lui fais remarquer ET ! CE TROMPE CARRÉMENT DE MENUS !! (J'ai pris a Emporté je n'est donc pas pu changer car j'étais pressée.)"
il y a 7 mois,"Maguema est très gentille, acceuillante mais aussi très professionnelle."
il y a 3 semaines,"Bon emplacement,
Vue imprenable sur le vieux port.
Merci à toute l'équipe pour leur service efficace."
il y a une semaine,"Très serviable et souriante tata mag, je recommande 🫶🏽 …"
il y a une semaine,La vue est super sympa sur le vieux port et le staff est hyper sympa et compétent...bonne expérience !
il y a une semaine,Merci pour l’accueille ! Agréable et souriante tata MAG 🙌🙌🙌 …
il y a 8 mois,"Le petit train touristique de Marseille et burger king.

En géneral je viens ici et tout se passe bien. …"
il y a un mois,Un accueil super ! Beaucoup de générosité de la part du personnel. Je recommande fortement !
il y a 2 semaines,"Super sympa ce burger king sur le port ! Merci pour l'accueil, tante mag est géniale."
il y a 2 ans,"Sans doute l'un des pire BK de la région. J'ai dû attendre plus de 20 minutes pour avoir un Wrap, l'équipe était totalement désorganisée, tout était très long. Les 20 minutes d'attente m'ont permis d'assister à plusieurs ""spectacles"" de …"
il y a un mois,"Super Burger King propre et on est vite servi. Super service Particulièrement Maguema qui est pro, à l'écoute et très sympathique."
il y a 3 mois,"Une honte. Nous mangeons un bout le soir du réveillon avant de partir en soirée, frites froides et dégueulasses et un vrai problème sur la viande. Les deux garçons avec qui j'étais ont pris un sandwich au poulet et se sont retrouvés …"
il y a 7 mois,"La pseudo parisienne que vous avez recruté qui bosse ici est irrespectueuse et ne bosse pas beaucoup… qu’elle retourne à Paris…
Il y a du monde et elle se permet de prendre sa pose pour prendre l’air et se …"
il y a un mois,"Un chaleureux accueil,  belle ambiance, bonne qualité de la viande, bien fraîche, bel assaisonnement. IL y'a nette amélioration au niveau de la gestion des commandes."
il y a 11 mois,"Une vue exceptionnelle avec deux salle à l'étage, malheureusement les burgers étaient quasiment froid malgré que j'ai commandé sur place.
Du coup j'étais un peu déçu. Une étoile de plus la fois où j'y suis retourné les burgers étaient chauds."
il y a 4 mois,"Agression de la part du vigile qui garde les escaliers car interdit de monter aux toilettes sans avoir commandé.  Porte avec code????
Honteux on vient pour se détendre et non pour se faire agressé. On lui a bien dit que l'on  voulait mangé. A fuir"
il y a 6 mois,"Tata Mag une personne extraordinaire, excellente pour l’accueil, elle m’a bien accueilli mais pas que moi mais aussi les autres. Pendant que je mangeais, j’ai observé son comportement envers les autres, elle m’a tout de suite mis en …"
il y a 3 mois,Y’avait pas 0 étoile donc j’en met une seul. J’ai du quitter mon taf et m’empêcher de voir mon fils grandir avant de recevoir ma commande tellement c’était long mais bon selon le gros videur à la queue de rat c’est psq ils sont meilleurs vu qu’ils sont franchisés.
il y a 2 mois,"Très bon restaurant.
Merci à tata Mag pour son accueil chaleureux et la rapidité de son service."
il y a 6 mois,"J'ai commandé un zen burger mais ou était la sauce, c'était trop sec immangeable."
il y a un an,Bonne et heureuse année à l’équipe Burger King et Merci à Maguema pour l’accueil réserver entrant à une prochaine fois
il y a une semaine,"Très proche du vieux port, 'propre
Vue de la salle du haut très agréable."
il y a 3 semaines,"Tout est incroyable je recommande vraiment, c’est vraiment agréable, un accueil chaleureux et le service est super agréable"
il y a 5 mois,"Personnel accueillant, ils viennent vers vous pour savoir si tout va bien, nettoie régulièrement. Très bon Sens du service client"
il y a 2 mois,Service très rapide et accueil chaleureux avec le sourie par maguema on se sent chez soit
il y a un mois,"Personnel très gentil surtout rachel qui nous accueilli meme trouvé une place tres
rapide le service …"
il y a 5 mois,"Leur montagnard rosti
Miam miam
Et le lieu est sympa
Belle vue depuis l'étage"
il y a 3 mois,Personnel très sympa . Je viens de manger avec ma famille et on s est régale un sandwich nous a calle . Je recommande vivement .
il y a un mois,"Maguema est une personne attentionnée, à l écoute, je la remercie pour son professionnalisme et son sourire"
il y a un mois,"Déjeuner tres bon et Personne très agréable environnement chaleureux

Et merci à tata mag pour son sourir et ca joie de vivre"
il y a 2 mois,"Le pire burger que j'ai jamais mangé de ma vie. L'endroit sale. Le hamburger était incroyablement petit, n'importe quel autre endroit dans la rue est préférable. Voleurs."
il y a un mois,"Maguema
Une personne très agréable exceptionnelle gentille professionnelle une vraie personne comme nous aimons qui n'existe plus."
il y a un an,Des cafard ce promene dans l'établissement l'hygiène de ce restaurant reste vraiment à désiré fuyez cette établissement des soûlard et des voleur à la recherche d'une pièce ou d'un téléphone portable ps une pauvre dame c'est fait voler sont …
il y a 2 semaines,Tata Mag  meilleur réceptionniste vrmmm super sympathique je reviendrai rien que pour son accueil très agréable merci
il y a une semaine,très convivial super accueil de tata Mag
il y a 2 semaines,"Bon service, j'ai apprécié.
Tata Mag est trop cool 😅😅😅 …"
il y a 2 ans,"Achat et consommation sur place.
Port du masque et gestes barrières personnel/clients respecté.
Service rapide... équipe au top 😇 …"
il y a 3 mois,Le temps d'attente y est beaucoup trop long et cela quel que soit l'heure ou la quantité de personnes présentes. Dommage.
il y a une semaine,Une blague ce restaurant je demande du produit pour me laver les mains 30min après trois personnes enfin j’ai du savon et quand je redemande on me dit prend du gel service déplorable
il y a un mois,"Très belle vue et bonne ambiance, service rapide et efficace."
il y a 5 mois,"Hyper déçue !!! Je n’avais jamais été chez Burger King, quelle fut ma découverte lorsque j’ai croqué mon hamburger ! Sec au possible, aucune sauce, 4 cornichons et deux steaks surcuits. J’ai dû demander des sauces pour les ajouter au …"
il y a 3 mois,"Tata Mag est formidable, nous a très bien reçu.
Merci pour son accueil chaleureux
Mille merci à elle."
il y a 2 jours,"Tres belle esperence
Merci Tata Mag"
il y a un an,"Burger King tres sale !!!
Au premier étage tout le plafond est vétuste.
Le menu une fois servie je découvre mon sandwich poisson qui ressemble a rien.
Ils ont pas le temps ici pour travailler !!!!!!!!!"
il y a 2 mois,Super bk le meilleur de Marseille. J’aime beaucoup Tata mag le service est agréable
il y a 2 mois,Merci a mag de nous avoir bien accueilli avec un repas incroyable
il y a 4 mois,"La nourriture très bonne. Le service médiocre, Maya très gentille et serviable, tandis que la serveuse à la caisse m'a donné de l'argent déchiré et a tout nié en nous insultant."
il y a 2 semaines,Ses très bon. Mes ses parfois très long pour quand nous serve.
il y a 3 semaines,"Excellent accueil par la jeune maguema, top je recommande ce restaurant"
il y a 3 semaines,"Sympa et commande rapidement exécutée.
Accueil très sympa à minuit !"
il y a un mois,"Parfait, très bien reçu par tâta mag, une femme exceptionnelle"
il y a un mois,Maguema : je suis touristes parisien et j'ai visité Marseille au passage je suis venue dans votre burger king et j'ai vraiment apprécié ça restera de très beaux souvenirs
il y a 2 mois,"Super accueil de la part de Maguema
L’équipe est au top , le service est rapide.
Et vue imprenable sur le vieux-port ."
il y a 2 semaines,Mag très gentille ! Très bon service et dans la bonne humeur !!
il y a un mois,"Un bon accueil des relations client présentes et de qualité, des personnes engagées pour un bon repas. Un bon moment passé avec silence."
il y a un mois,"Maguema, a un super bon vivre et m’est l’ambiance dans le restaurant ! ✨💗
Je reviendrais 💗 …"
il y a 4 semaines,"Ça faisait des années que je n'étais pas allé dans BK, ce qui est dommage c'est que les commandes se font que par les machines."
il y a 3 semaines,Depuis la création de ce Burger King je ne peux plus manger Halal car avant il y avait Quick qui était bien meilleur.
il y a 3 mois,"Approche client très sympathique….
Le tout sur une terrasse ensoleillée….
Le personnel est au top !!!"
il y a 5 jours,Tata mag la plus gentille de tous les bk <3
il y a un mois,"Super accueil de la part de Mag, très solaire et souriante, un énorme merci 🫶🏼 …"
il y a 3 mois,Super expérience avec Mag qui est super sympa en tout cas très bon et bien sûr bonne a petit
il y a 5 mois,"Supers puzzles, offert par tata Mag, super gentille !"
il y a 3 semaines,merci maguema pour l’accueil ! au top le service super rapide!
il y a 2 ans,"Un BK classique avec une vue sur le vieux port depuis l'étage.
C'est relativement propre ( des tables sales à l'étage )
La climatisation allait trop fort à l'étage, obligé de repasser un pull pour …"
il y a 4 semaines,"Maguema Nous a bien reçu
Bon service
Rien à dire"
il y a un mois,"Super accueil, très sympathique joviale de la part de Maguema"
il y a 2 semaines,"Mon expérience a été décevante. Le service était médiocre et le personnel manquait de professionnalisme. À plusieurs reprises, j'ai été servi par une petite et mince jeune fille noire peu soucieuse, qui m'a servi un sandwich froid sans la …"
il y a 3 mois,La meilleur des tata la tata Mag !!! Au Top le service est super elle nous trouves les meilleurs places possible
il y a 2 mois,J’ai été accueilli par Tata Mag et elle nous a très bien Accueilli. Au top
il y a 2 mois,"Très bon service rien a dire
Endroit très bien tenue
Vraiment parfait"
il y a 3 semaines,Tata mag incroyable accueil et burger incroyable et aussi julien gray super service
il y a 2 mois,"Maguema est une personne très agréable, très accueillante et toujours le sourire. Tpujoirs de bon conseil ."
il y a un mois,Tata Mag très accueillante et souriante. Je repasserai à coup sûr.
il y a 5 mois,Tata Mag m’a servi comme un roi et elle m’a aussi mis dans une ambiance agréable. C’est une femme incroyable !
il y a 5 mois,Trop bien ! Bonus : le nettoyage de ma boisson renversée a été réalisé de manière exceptionnelle par Tata Mag !
il y a 5 mois,"Tata mague est vraiment super
Très accueillante et souriante, si on a soucis  elle nous aide au plus vite il devrai y avoir plus d’employés comme ça"
il y a 3 mois,Service rapide mais intérieur vieillissant méritant un petit rafraîchissement. Possibilité de manger à l'étage avec vue sur le vieux port.
il y a 3 mois,J’ai constaté qu’il y avait un cafard dans les locaux. J’ai avertie le manager qui avait l’air indifférent à ma requête.
il y a 7 mois,"Personnel très très agréable, très gentil, respectueux et chaleureux.
Avec un vigile qui fait attention aux clients ! Toute l’équipe souriante et accueillante. Service rapide et bien préparé !"
il y a 4 semaines,Maguema est super! Elle est très énergique et trop gentille! C'est comme la famille ici.
il y a 10 mois,Service au top surtout tata mague nous accueille avec beaucoup de joie en bonne humeur !! Je recommande
il y a un an,"Salut salut, j'ai mangé à ce burger King et c'était très bon déjà. Les prix sont sympa surtout les promos étudiants. Le service était rapide et l'équipe sympa. J'ai adoré la vue sur le vieux port, voilà!"
il y a une semaine,Très bon tout comme le service.
il y a 6 jours,Très bon. Et merci à Tata Mag
il y a un an,Commande reçue partiellement. Non respect de la recette du burger (du poulet au lieu du bœuf). Payer plus cher pour avoir un grand menu et avoir un petit
il y a 2 mois,"Attente de 35 minutes pour 2 burgers, rarement vu une préparatrice de commande/caissiere aussi lente (pour sa défense elle était toute seule, mais alors quand même…)"
il y a 4 semaines,"Maguema qui travaille au BK est adorable, elle a toujours la bonne humeur !"
il y a 3 mois,Trop bien en plus ! J’ai gagner ! Tata mag est la meilleure en plus la plus sympa >>
il y a 7 mois,"Tata Mag  est une femme  très  aimable  avec la clientelle  travailleuse aimant vraiment  ce quelle sait faire son boulot.
Quand elle est là , le service est bien  fait  et surtout rapide. …"
il y a une semaine,Merci tata pour cette excellent repas
il y a 7 mois,"propreté à revoir! impossible de boire la boisson dans ce gobelet réutilisable.... odeur et goût de je ne sais quoi, franchement imbuvable! les hamburgers arrivent peut être vite mais ne ressemblent à rien et sont froid."
il y a 5 jours,Meilleur burger King du monde avec tata Mag
il y a 3 semaines,"Maguema
Très belle prestation de service adorable très plaisante"
il y a un mois,Maguema une personne exceptionnelle est très compétente voilà c’est ça c’est bon Mum
il y a 3 mois,Restaurant salé et toilettes dans un état déplorable
il y a un mois,Tata mag est très gentil super accueil et très bon 👍🏽👍🏽👍🏽 …
il y a 3 mois,"Il m’ont quand même fait payer les sauces , mais mag est très sympathique 😂 …"
il y a un mois,C'était très rapide et sympa Avec tata Mag.
il y a 7 mois,"Burger King bien placé sur 2 étages, offrant une belle vue sur le vieux port. Facile d'accès. Commande reçu rapidement, et un service optimal de la part de TATA MAG très appréciable et apprécié qui m'a agréablement accompagné. …"
il y a 3 mois,L’accueil de Tata Mag fut formidable. Le meilleur service que j’ai pu recevoir dans un BK.
il y a 7 mois,Laisse à désirer… l’affichage est médiocre. On ne trouves pas de solution au problème on demande juste de repayer… pour des produits gratuit… aucune gentillesse et compréhension. Je ne recommande pas. …
il y a 2 ans,"Burger King très bien situé sur le vieux port, tarif habituel, service assez rapide personnel très serviable.
Mais le lieu a mal vieilli sûrement a cause justement de son potentiel et du …"
il y a 5 mois,"Très bon accueil, service rapide et bon humeur, mention spéciale à Maguema qui a embelli ma journée."
il y a un an,Marie et Téva très gentil et souriant lieu propre je recommande bon courage à l’équipe
il y a 8 mois,"Très très très sale pourtant c était aux alentours de 15 h donc le rush de midi était largement passé.
Et des toilettes qui sont très sale et qui sentent excessivement mauvais. Pas l …"
il y a 2 mois,"Un personnel très chaleureux Thomas, Yahia et tata  Mag
Une très bonne ambiance très familial, je recommande vivement ce Burger King ❤️❤️ Tata Mag"
il y a 3 mois,"Mag est Angélique vraiment.
Je reviendrai rien que pour revoir son sourire et son accueil chaleureux ❤️"
il y a 3 mois,Parfait c’est impeccable les madame sont très gentille 🫶🏼 …
il y a 2 mois,La femme noire qui porte des lunettes avec les cheveux longs est une voleuse professionnelle et une fois que je lui ai fait savoir sa malice elle a retourné ça en méchanceté
il y a 8 mois,"Burger King très bien situé au Vieux Port de Marseille. Ambiance famille, jeunes et touristes. Cuisine très bien. Personnel très accueillant et courtois, surtout Madame Rachel à l'accueil a été très gentille, accueillante et souriante. A revoir le nettoyage de toilettes, pas top."
il y a 7 mois,"Vraiment très déçu du service et de la qualité des mets et boissons non réfrigérées.
Je cherche toujours ce fameux BBQ lover  présenté dans votre publicité. …"
il y a 2 mois,"Manager exécrable avec les employés pour rien, hurle à tout vas dans le restaurant et ne respecte donc ni les clients ni les employers ,en revanche les employés très gentil !"
il y a 3 mois,Tata Mag elle était super accueillante et très très gentille. Marci beaucoup
il y a 7 mois,"Après une pause au vieux port nous décidons de nous restaurer au Burger King  Trop de monde et donc trop d'attente pour nous servir..
Nous avions donc pris un menu wrap aux chèvres + boisson le wrap trop sec à …"
il y a 5 mois,"Très accueillant et avenant, toilette nickel ! Très rare de retrouver ce type de prestations dans un fast food"
il y a 6 mois,"fuyez !!!
expérience du jour, je commande un menu plus un burger (+14€)
je prends mon plateau... les tablettes hautes au rch non plus que deux ou trois …"
il y a 2 mois,"Un incroyable accueil de Tata Mag, d’une grande gentillesse! Big Up ❤️"
il y a 5 mois,"Tres bon service , très accueillant personnel très engagé!! Service au top en plus du personnel . 10/10 . Gros bisous à TATA MAG et Tata Audrey 🤍🤍 …"
il y a 2 mois,"Très bon accueil,
Personnel agréable et serviable."
il y a un an,"Un très grand merci à Tata Maguema, un accueil incroyable, bonne et heureuse année à elle et toute son équipe, à très bientôt 🙏🏾✨ #Venu tout droit de Nice …"
il y a un mois,"Bon restaurant burger king, personnel très agréable et aimable."
il y a un mois,"J’aime bien bk surtout celui du vieux port.
Merci à tata Mag."
il y a 2 mois,Tâta mag superbe accueil très souriante service au top
il y a 7 mois,"Bonjour,

Il est vraiment trop rempli. …"
il y a 4 mois,"Maguema, très accueillante. Nourriture servie rapidement et endroit très propre"
il y a un mois,"Très bon restaurant.
Personnel chaleureux et professionnel."
il y a 3 semaines,Super service tata Mag je valide avec validation
il y a 3 mois,Préparation super rapide... Un peu plus de place à l'intérieur ce serait bien. Toilettes beaucoup trop petites avec une telle fréquentation...
il y a 2 semaines,La nourriture est très bonne et le service est très bien
il y a un an,"Très bonne expérience, les commandes sont vite préparées."
il y a un an,Sa traine des pieds pour préparer les commande j’ai commander 2 glace une qui mon servie et l’autre 20mn après glace fondu servie comme sa normal abuser il sont sur leurs portable au lieu de te servir rapidement discute vraiment abuser je ne recommande pas du tout  🤮 …
il y a 7 mois,"Ce burger est forcément très bruyant vu son emplacement en hyper centre. Lorsque j'y suis allé, un jour ou il faisait 35°C, machine à glace HS et pas de glaçons non plus. …"
il y a un mois,Tatamag très accueillante et très souriante. Au top 👌 …
il y a 4 mois,"Grand bravo à Mag pour son accueil et service..Nous recommandons vivement ce Burger king, service rapide !!!"
il y a 6 mois,"Incroyable mais vrai, à peine  le temps de se poser sur la terrasse on me demande de partir car le restaurant va fermer d'une manière méchante, dans ce cas il fallait arrêter de servir les clients avant non?
Je ne remettrais plus jamais les pieds dans cet endroit ."
il y a un mois,Super accueil de tata Mag ! On a bien rigolé !
il y a 4 mois,Je garde un très bon souvenir du Burger King. J'ai été très bien accueilli par Maguema.
il y a un mois,"Maguema
accueil excellente, je vous recommande."
il y a 6 mois,"La responsable du soir devrait être très attentive sur la commande des clients, surtout quand nous avons notifié boisson avec glaçon, et je retrouve ma boisson sans glaçons 😡😡😡😡.  Mais aussi un sourire avenant de sa part serait le bienvenue …"
il y a 2 ans,"Si l'accueil est correct voir plutôt sympa, en revanche après plusieurs manques et erreurs de type sauces et autres frites dans les menus à emporter, là pour le coup au niveau de la salade, j'ai un peu l'impression qu'on se fout de …"
il y a 2 mois,Service au top super acceuil merci tata mag
il y a 3 mois,Le pire de Burger King  complètement dégueulasse les toilette odeur insupportable dégueulasse 50 minute d'attente pour 2 bouteille d'eau une glace et un café une honte surtout à éviter et très vite🤢🤮🤮 …
il y a un mois,"Maguema : TRÈS BON SERVICE , très bien accueillis merci"
il y a 3 mois,Propre et calme. Dommage qu'il n'y est pas de prise pour le chargeur.
il y a 2 jours,"Excellent.
Merci tata Mag"
il y a 5 mois,"Dommage que le Wooper vegé ne soit pas servi suffisamment chaud.
Sinon personnel sympa 👍 …"
il y a 5 mois,Merci pour votre super accueil et service et avec le sourire de Tata Mag en prime !
il y a 3 ans,"En general, je suis fan de bk, la jai pas pris beaucoup de plaisir, c’etait incipide...."
il y a 4 mois,Le repas était ok (comme un BK quoi !) mais l'hygiène générale n'était pas top...
il y a 4 mois,"Très bien et très bon.
L’ambiance est assurée avec tata Mag."
il y a 3 mois,très bien servis par notre tata d’amour ! mag
il y a un mois,Tata Mag. Très bel accueil de sa part. Au top !
il y a 3 mois,Gros bisous à tata Mag c’est un amour je l’aime trop ❤️❤️❤️❤️
il y a 3 mois,"Merci tata mag la Queen donnez une augmentation !!!!! Elle fait du bon travail
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️"
il y a un mois,Merci tata Mag pour son accueil exceptionnel
il y a un an,L’accueil du personnel est vraiment très professionnel . Le whopper est vraiment très bon . …
il y a 4 mois,Très bonne accueille tata mag est super avec nous
il y a 4 mois,"Un super lieu avec une super cuisine
Le service a été impeccable,"
il y a 6 mois,"Burger King spacieux et propre, l’équipe est aux petits soins notamment Maguema ! Elle a était super avec nous « les jumeaux »"
il y a 2 semaines,Meilleur BK de marseille avec un personnel au TOP 🔥🔥 …
il y a 2 mois,Tata Mag la meilleure serveuse de tout les Burger King
il y a 6 mois,"Une première !
Je n'ai jamais vu autant d'incondecence dans un restaurant...
Je suis un super fan de Burger king ( du burger comme de l'image de marque) mais …"
il y a 5 mois,"Tata Mag est une dame exceptionnelle, accueillante et très souriante."
il y a un mois,"Super ambiance , service très rapide"
il y a 4 mois,"Très bonne clientèle, venez souvent à ce Burger King au vieux port"
il y a une semaine,Rapide propre et bon quoi demander de mieux
il y a un mois,Tata Mag très bon accueil de sa part !
il y a 2 mois,Tata Mag a vraiment été très accueillante et gentille
il y a 2 mois,Service rapide bonne accueil Rien à dire
il y a un an,"Super resto les personnels très sympa agréable
En plus la vue sûr veux port est magnifique 🤩 maguema était superbe avec un sourire magnifique très  attentionné avec nous ,merci beaucoup à hôtesse Maguema (On était une groupe de 12 personnes) …"
il y a 5 mois,Tata mag une femme de qualité très gentille accueillante souriante ouverte charmante et tout le monde et je viendrai plus souvent pour l'avoir burger king de qualité
il y a 10 mois,"très bien placé, belle vue sur le vieux port pendant qu'on degiste son cheat meal..;)"
il y a 2 jours,Excellent merci à tata Mag
il y a un mois,Maguema est au top très gentille et serviable !!
il y a 4 mois,"Très bon service , mention spéciale à Tata Mag 🙏🏽🫶🏽 …"
il y a 5 mois,"Nous sommes venus nombreux et nous avons été bien accueillis
Le staff a été adorable avec nous"
il y a 2 mois,Accueil sympathique jolie vue sur le vieux port
il y a 2 mois,"C’était très bien.
Merci à tata Mag"
il y a un mois,Super burger king c’est le meilleur de france allez y tous
il y a 4 mois,"Tata Mag est très gentille, le service était très bien."
il y a un mois,Service au top une bonne ambiance grâce à tata Mag
il y a 8 mois,Les trois-quarts des tables toutes dégueulasses ! Une attente interminable nous sommes que 3 clients !
il y a 5 mois,"Le personnel est très gentil et accueillant, ambiance tranquille et convivial"
il y a 3 mois,Merci Tata Mag pour ton sourire et ton service parfait !
il y a 7 mois,"Étant sur le vieux port je pense qu'ils estiment qu'ils ne doivent pas faire d'effort. Petit goûter avec les enfant. La moitié des glaces sont pas dispo, pas de glaçon dans les boissons,  boisson chaude, on est en août !!! …"
il y a 4 mois,Très bon excellent. Oh TÂTA MAG très gentille
il y a 4 mois,très bonne accueil tata mag trop gentille
il y a 2 mois,Bravo à tata Mag pour son accueil chaleureux 👍🏼 …
il y a 2 mois,"J’ai très bien mangé, bons personnels, Maguema et Obidike très souriant et accueillant, service rapide, tout était impeccable, rien à dire."
il y a 2 mois,Merci à tata Mag pour le service excellent.
il y a 6 mois,"Très bien d’habitude, seul bémol ces derniers temps pas de glaces depuis plusieurs semaines (dommage avec la chaleur qu’il fait c’est aberrant…)"
il y a un mois,"Burger face au port
Très bien accueilli par Maguema."
il y a 8 mois,"Restaurant sympa en face du vieux port, terrasse sympathique quand elle n'est pas squattée. La présence d'un agent de sécu ne serait pas de trop. Service rapide et de qualité"
il y a un mois,J’aime bien bk surtout celui du vieux port
il y a 2 mois,"Gérant très agressif,misogyne et raciste envers les français..."
il y a une semaine,"Affreuse experience !
J'avais commandé 3 menus avec un sandwich steakhouse, un chicken Louisiana steakhouse, un BBQ BACON, deux portions de frites avec ketchup mayo, une portion …"
il y a un mois,"Tata Mag , la meilleur trop gentille et très sociable gardez la !!!!"
il y a 7 mois,"Alors là c est le bouquet
2 toilettes pas très propres pour tout ce monde ma petite fille de ,3 ans a attendu presque 3/4 h pour faire pipi …"
il y a 7 mois,"J'ai commandé des wings en delivroo. Je n'ai jamais vu des wings aussi petites, probablement prélevées sur un poussin. Elles étaient trop cuites. Les sauces ont été oubliées. Bref, très mauvaise expérience."
il y a 7 mois,"J’ai tenu à remercier Tata Mag pour l’accueil et service au qualité. Très bien reçu et Chaleureux, surtout merci aux serveuses et serveurs pour leur professionnalisme. Je recommande ce Burger King"
