date,review
05/2024,Un peut trop dattente ci nous tout et bien
01/2024,Je voudrais bien noter la qualit de la nourriture mais a fait 45min que jattends ma commande. Peuton encore nommer a un fastfood ?
03/2024,Trs bon restaurant bien plac  lentre du centre commercial de confluence et  proximit des transports en commun
02/2024,"A peine la commande passe en bornes, 2 min aprs je la rcuprais. Service rapide malgr le rush!"
03/2024,A fuir !Un manque cruel dhygine.
09/2023,"Bonjour ,Je travail dans le centre je vais  ce Burger King 1 fois sur 3  . Lquipe est"
01/2024,"Restaurant bien tenu , quipiers trs ractifs et sympathiques.Mention  pour le manager CharlesJe conseille fortement"
03/2024,"Olivia, merci pour cet accueil, jai tellement bien mangMeilleur Burger King !"
04/2024,"attente de plus d1h pour au final voir sa commande se faire annuler, je ne recommande pas cet tablissement"
01/2024,laccueil et la rencontre de lena qui est dvou et passionne a t la cerise sur le gteau dun repas que nous avons tous apprci. Jy retournerai peut tre juste pour lena
03/2024,Super serviables merci burger king confluence et surtout Charles cur cur love love plus plus il mrite une promotion
11/2023,"Jy vais tout le temps  ma pause car je travaille dans le centre, le problme est lattente qui est beaucoup trop longue. 15 minute pour faire ma commande alors que ce ntait mme pas le rush le service avait commenc, il y a mme pas 30"
03/2024,Super service ! quipe conviviale ! Jadore venir le soir
03/2024,Accueil agrable et service trs rapide. Un bon petit moment.
06/2024,Service impeccable et personnel agrable.
01/2024,"Incroyable laccueil et le service, je me suis senti comme chez moi, le meilleur Burger King de France"
04/2024,Service rapide et soign restaurant propre et personnel super gentil
04/2024,"Les enfant taient ravis , les Burgers bien bons et pas trop Bruyant.Merci"
01/2024,"Commande pass a 14h30 et reu a 15h10, pas besoin de dire plus, le burger froid. Je rappel que cest un fast food, cens tre rapide."
01/2024,Un super accueil un personnel  lcoute une exprience culinaire et humaine un voyage extraordinaire dans le royaume du burger je recommande  tout le monde en deux mot ALLEZY!!!!!!!!!!!
12/2023,"Pire exprience jamais eue dans un fastfood.Commande sur lappli  19h29 et toujours rien au bout d1h, mme pas en livraison... Restaurant injoignable. Pareil pour tous les BK de la ville. Finalement la"
12/2023,"Service beaucoup trop longCest la rcration pour certains en production, y en a qui portent la charlotte et dautres non, a sattache les cheveux audessus des aliments, ce qui nest"
04/2024,"Nickel, fast food trs correct, personnel sympa et prparation rapide !!"
01/2024,Service au top ! Mention pour Lna qui est trs serviable et souriante elle mrite carrment dtre manager !
12/2023,"Aprs avoir command au BK, jai eu le temps daller commander au McDo, rcuprer ma commande, revenir au BK, et voir quil y avait encore 25 commandes devant moi."
04/2024,"Bien plac, toujours propre rien  dire personnel agrable et chaleureux"
04/2024,Mathilde nous a fais rariver notre service  burger King excellence exprience
01/2024,"Il est 23h17, cela fait 40 minutes que nous attendons notre commande, le personnel semble trouver cela normal. Je dconseille fortement cet tablissement"
12/2023,"quipe plus occupe  danser et chanter que de servir les clients. Ma glace font depuis 20 minutes sur le comptoir mais je cite  on attend un burger, je fait la remarque tous le monde sen fiche un geste commercial est trop demande ?"
09/2023,"Vente  emporter pour mon fils et ses copains. Tout tait mal range dans le sac craft, aux mauvais employs. Du coup forcment une boisson sest renverse e  fait craquer le sac..."
02/2024,"Meilleur fastfood, la nourriture est bon, les serveurs trs agrables. Et un service rapide !"
10/2023,Pour un dimanche.Le resto ntait pas blind.Les commandes ont quand mme mis dix ans  arriver.
05/2024,"On a pass un bon moment, le service tait bon"
12/2023,"1h dattente et toujours pas manger . Obliger de se faire rembourser . Le management doit se remettre en questions , pauvre employs !"
05/2024,"Exprience professionnelle trs enrichissante, conditions de travails incroyable, et nourriture dexception."
03/2024,"Super accueillant, propret au max et service efficace et rapide."
05/2024,"nourriture trs bonne,serveurs trs agrables je recommande"
03/2024,"Burger froid, personnel pas aimable... Longue attente....Mis  jour, a na pas chang si vous aimez attendre et manger froid ne cherchez plus vous tes au bon endroit !!"
12/2023,"Dception. Beaucoup de ruptures  18h00, 30 minutes pour tre servi et des burger faits nimporte comment avec du fromage mme pas fondu. Premire et dernire fois ici."
12/2023,"Super restaurant, excellente gastronomie, recommand par la JET, je ne pouvais pas tre plus heureux quaprs ce repas. Merci encore  Hugo et Cassiope, et surtout  Justine la meilleure dentre toutes et tous."
05/2024,"37 minutes dattentes, sac beaucoup trop lourd qui se dchire au bout de 5 minutes de marches, commande froide"
04/2024,"17 minutes pour un sandwich, alors que le restaurant tait presque vide, pour un fast food cest inadmissible"
01/2024,Colonie de vacances pour petit chef qui souhaite gueuler sans pour autant bosser. Attendre 45min un samedi soir  22h??? Fest food on a dit..
05/2024,Bonne ambiance laccueil est trs agrable
12/2023,Trs due. Beaucoup de sandwichs en rupture ds 18h... Sandwichs faits nimporte comment. Restaurant pas accueillant et WC dans une salet impensable.
06/2024,"Bon burger King , quipe sympathique et propre ,dommage que le BK na pas de wifi !"
02/2024,Superbe service et trs bonne valeurs. Accueil trs chaleureux mme tardivement
01/2024,"Il y a des fientes de pigeons sur les tables et les chaises, dailleurs il y a des pigeons qui prennent places  lintrieur pour manger dans les poubelles qui dbordent.Cest rpugnant."
01/2024,"Pas mal, je suis tombe sur une employe formidable Lna elle tait au top !!"
02/2024,"30 minutes dattente pour un menu, je ne vois pas trop lintrt daller dans un fast food..."
04/2024,Le menu wooper tait excellent les employs trs souriants et sympa
02/2024,"Belle ambiance ce soir , jai pass un trs bon momentMerci  toute lquipe bk"
11/2023,"Dgote jai dj mang dans dautres burgers king mais les pires des pires des restaurants rapide cest celui ci, aucun des personnels a pens  lav les mains entre les bavardages la cigarette extrieur et le service zro. Ct hygine"
12/2023,"Je suis passe le vendredi 22 midi, et  pour une fois jai t servie trs rapidement ici depuis longtemps!!! Impressionnant !"
04/2024,"Service rapide, quipe souriante et Malik, manager au top !"
03/2024,Trop cute ma puce
11/2023,Sauce oubli dans notre commande pour 3 personnes avec nuggets et onion rings qui sans sauce est donc trs sec heureusement que nous avions pris des burgers  ct ce qui a compenss. Cest maintenant la 3me fois quil manque quelque chose
12/2023,Une trs bonne exprience ce midi dans ce restaurant. Merci  Lna qui est trs souriante et dynamique et qui a su rpondre  nos attentes.Nous repasserons cest certain !
02/2024,service trs rapideburger bien chaud personnel agrable souriant
05/2024,"Rapide, trs bien servie et accueillant cest parfait !"
09/2023,Joli fastfood idalement situ avec vue panoramique et jolie vue depuis sa terrasse. Plutt bien tenu et le service courtois. Bref un fastfood food...
12/2023,Pas possibilit davoir des glaons dans les boissons en ce jour de caniculeOn vous le signale au moment o la serveuse vous emmne le plateau et sans sexcuser pour cela
06/2024,"Ctait bon, miam"
11/2023,Burger pas comme d habitude mois daot donc peut des intrimaires. Tables crades alors quil y avait 5 personnes aglutinees derrire le comptoir. 15mn dattente aprs commande alors quil ny avait pas foule. Pas de clim. Bref BK  viter
02/2024,Tres bonne quipe avec des quipires douces avec le manager Charles trs gentil
01/2024,Je mets jamais des avis mais ce burger king est le pire de lyon.Repas froid.
04/2024,Noa super serveur hyper serviable et trs proche du client
04/2024,"Mar est un trs bon serviteur , souriant , gentil et trs agrable"
06/2024,"Service mdiocre, attente hors du raisonnable, tout le personnel semble vous ignorer. 10 mn au comptoir pour avoir une demi glace cf photo. Je suis un habitu de burger King, je navais jamais vu a auparavant. Je ne reviendrais jamais dans cet tablissement et je ne vous le recommande vraiment pas."
01/2024,Ces vrm catastrophique t attendre 1h pour un menu qui es froid avec un cheveux a l intrieur du burgers
05/2024,Trs bon accueil ! Service super rapide !
04/2024,"trs bon restaurant,accueillant ,agrable et rapide"
04/2024,"Noah meilleur manager, excellent service et excellent repas repas"
11/2023,"Burgers conformes aux autres burger kings, par contre la salle nest pas ou na pas lair climatise ce qui est trs gnant lt et doit aussi ltre pour vos salaris en caisse et surtout en cuisine. Faites en sorte dau moins amliorer leur conditions de travail."
12/2023,"erreur de command, cest inadmissible 45min dattente pour au final avoir un menue vgane  20!!!"
06/2024,"Arriv  22h15 pour dner commande passe  22h42 et livre  23h25, sur ce on nous vire du restaurant car il doit fermer  23h30. Nous tions 4 avec un enfant qui a du mang dehors en plein hiver 2 degr et il avait une dalle pas"
02/2024,"Trs bon accueil, personnel agrable commande rapide"
12/2023,Cest du fast food plutt de qualit pour cette catgorie. Jamais trs propre. Un peu de temps dattente.
06/2024,Je mets 3 toiles car la propret peuttre facilement amliore.
11/2023,"franchement jadore BK mais celui de confluence cest le pire, peu demploys bien accueillant, les autres cest les pires quand on demande poliment quelque chose cest comme si on demandait la terre pour eux. Je vous conseille daller  celui de la Part Dieu qui est excellent"
12/2023,"Deja ils taient en retard pour louverture, yavais pas de poisson allez  mcdo leur concurrent sont mieux, personnel non accueillant et aigris, coca sans gaz"
11/2023,La responsabilit dit dans le king junior plus il y a pas de cornichon elle a donn les cornichon dans le.boit elle dit ceux que je dit c est faux elle crois pas pour 2 cornichon qui est 25 08  20h04 elle confan avec le menu king junor car eux il y a pas le king juno plus oui
04/2024,Accueil super par Malik le manager et lquipe du Burger King de confluence !Je reviendrais !!
01/2024,Un personnel accueillant et  notre service pour que le moment se passe bien.
01/2024,rapidit et qualits des produits ! et personnel souriant et dynamique ! super exprience !
11/2023,"Super Burger King, mention spciale pour les burgers du chef Sarran qui sont vraiment top !La qualit des produits est largement meilleure que les autres snacks comme"
12/2023,Frites et burger froid toujours pas de glaces ni de poulet de dispo boisson 50 cl devenu environ 35.PS  jenleve une toile supplmentaire car je suis repass et jai encore une fois du attendre plus de 35 minutes
01/2024,"Que dire ... Burger King classique, mais surtout, la salle est souvent trs sale ! Prenez  emporter"
12/2023,"Je commande en restaurant un menu simple, jai attendu 45 minutes pour la prparation... je ne reviendrai plus"
06/2024,"Bien, ctait bon"
04/2024,"Trs bon restaurant, le meilleur de Lyon, trs propre, trs trs chaleureux."
03/2024,"Gnial, je recommande meilleur que ses concurrents mcdo, quick,."
02/2024,Tres bonne ambiance super cool trs propre
06/2024,Bon moment entre amie et un trs bon personnel
01/2024,On a bien mang avec nos collgue et une serveuse trs agrable
12/2023,"Trop dattente, commande fait  1240 et jai t servi  1330 pour un fast food cest un peu exagr"
01/2024,Merci pour le service de Lna cest une quipire trs souriante le service est toujours rapide avec elle cest un trs bon lments.
01/2024,"Service rapide , personnel accueillant! Je reviendrais avec plaisir ."
10/2023,Beaucoup dattente pour 3 personnes a attendre sa commande. Ambiance dun ennui les deux autres personnes sur leur tlphone. Par contre un bon sandwich mission accomplie car ma venue tait de manger un bon master
02/2024,"Un super restaurant o se dlecter miam miam burger King, quipe vraiment top"
01/2024,"Lquipe est geniale, le personnel est acceuillant, surtout Emeline, allezy !"
04/2024,Trs pratique et certains sandwiches sont copieux
04/2024,"Frites remplie a 14 , 20 minutes dattente en priode de non rush et oubli dans la commande"
05/2024,"Bon moment entre amis, trs agrable"
04/2024,Malik cest un bon. Et son quipe aussi !
05/2024,"Superbe repas, trs bon moment !"
01/2024,Charles mourtaza idrissa manager exceptionnelle avec une coute parfaite niveau relationnel a l coute de la personne
01/2024,"Cest un bon place, jolie, grande et jaime bien voil."
03/2024,"Trs bien dans lensemble, personnes trs sympathiques"
01/2024,Une belle quipe de bras casss  Brassent plus dair que de burgers 35 minutes pour un burger  merci !
01/2024,"Trs bonne exprience, Lquipire Lna qui tait trs agrable."
01/2024,"Restaurant trs accueillant, et les burgers toujours aussi bon"
11/2023,On restera polie dans se commentaire mais a nempchera pas la pense. Qd vous tes en tort et que vos bornes effectuent des prlvements supplmentaires et quen plus pour un soit disant responsable vous vous permettez de manquer de
06/2024,"Trs accueillant, je recommande"
01/2024,"parfait, service rapide, Olivia trs gentille je recommande."
11/2023,Les burgers sont franchement top. BK un peu petit sil nest pas possible de manger en terrasse. Service relativement rapide.
06/2024,Trs bon personneel et magnifique cadre
04/2024,"Salle sale, personnel non souriant...dommage"
02/2024,Trs bon mais beaucoup trop dattente
05/2024,Malik trs pro et service trs rapide je conseil !
12/2023,"Venu a 16 heures , jai t servi par une loraine  bleu trs agrable et serviable. Service rapide je re commande"
01/2024,dner au top du top merci  Lna pour son dynamisme et son professionnalisme  a quand la manager ????
09/2023,Cest un BurgerKing.Il y a des bornes de commande avec plusieurs langues de disponible.Lieu de restauration  ct du centre ville
09/2023,"Ambiance incroyable !Service rapide, la vaisselle rutilisable est vraiment un plus dans notre exprience client."
01/2024,"Excellents burger, accueil pro et ambiance sympa ...TOP !"
01/2024,Jai ador Olivia trs bon travaille continuer ainsi
02/2024,Bon lieu pour manger. Personnel sympathique
08/2023,Mon fils a insist pour manger au burger king. Le service du 12h il y a une trs forte influence mais on a pas trop attendu nos commandes. Le seul bmol cest quils se sont tromps sur nos hamburgers  et jai d y retourner pour  les changs.
03/2024,"BK trs bien, personnel super sympathique !"
05/2024,Service rapide et personnel accueillant
01/2024,Restaurant propre et accueillant. Service comptoir souriant et rapide
07/2023,"Super accueil, merci pour toutAgrablement reu et service efficace"
04/2024,"Super bon, personnel agrable"
09/2023,"Menu trop chre, extra trop chre quand on peut acheter une glace, comme les autres enseignes de fast food, le prix est trop lev pour ce quon mange!!!!11  13 le menu, cest presque devenu du vol..."
02/2024,"Trs bonne quipe, quipire gentille,Toujours Burger King"
11/2023,"a reste un burger king.Cest bon, cest pas ouf dans celui de confluence.Lieu pas trs souvent nettoy, cran ou les commande apparaissent ne fonctionne"
07/2023,"Par trois fois lors dune commande  emporter , il me manquait un sandwich.Ce soir, lors de ma commande, je vrifie le nombre de sandwich et il en manque un ."
07/2023,"Les 3 hamburgers que jai command taient froides, et quand jai demand  laccueil sils pouvaient vrifier, ils mont dit quil y avait un microondes  cot pour les chauffer jai dit que ctait pas le but et ils ont refait les"
